year,district_code,district_name
24,63800,Taft City
24,63818,Taft Union High
24,66944,Tahoe-Truckee Unified
24,65482,Tamalpais Union High
24,63826,Tehachapi Unified
24,10520,Tehama County Department of Education
24,75192,Temecula Valley Unified
24,65052,Temple City Unified
24,68841,Templeton Unified
24,72199,Terra Bella Union Elementary
24,61549,Thermalito Union Elementary
24,72207,Three Rivers Union Elementary
24,72215,Tipton Elementary
24,65060,Torrance Unified
24,75499,Tracy Joint Unified
24,72223,Traver Joint Elementary
24,70565,Travis Unified
24,67561,Tres Pinos Union Elementary
24,63057,Trinidad Union Elementary
24,76513,Trinity Alps Unified
24,71761,Trinity Center Elementary
24,10538,Trinity County Office of Education
24,67892,Trona Joint Unified
24,72231,Tulare City
24,10546,Tulare County Office of Education
24,72249,Tulare Joint Union High
24,73593,Tulelake Basin Joint Unified
24,10553,Tuolumne County Superintendent of Schools
24,75739,Turlock Unified
24,73643,Tustin Unified
24,72421,Twain Harte
24,70961,Twin Hills Union Elementary
24,66415,Twin Ridges Elementary
24,76505,Twin Rivers Unified
24,70979,Two Rock Union
24,65615,Ukiah Unified
24,69708,Union Elementary
24,66407,Union Hill Elementary
24,75069,Upland Unified
24,76976,Upper Lake Unified
24,70573,Vacaville Unified
24,75242,Val Verde Unified
24,65078,Valle Lindo Elementary
24,61580,Vallecito Union
24,68437,Vallecitos Elementary
24,70581,Vallejo City Unified
24,75614,Valley Center-Pauma Unified
24,71324,Valley Home Joint Elementary
24,10561,Ventura County Office of Education
24,72652,Ventura Unified
24,67918,Victor Elementary
24,67934,Victor Valley Union High
24,63834,Vineland Elementary
24,72256,Visalia Unified
24,68452,Vista Unified
24,69344,Vista del Mar Union
24,61812,Walnut Creek Elementary
24,73460,Walnut Valley Unified
24,75416,Warner Unified
24,63842,Wasco Union Elementary
24,63859,Wasco Union High
24,62513,Washington Colony Elementary
24,76778,Washington Unified
24,72694,Washington Unified
24,66233,Washington Union Elementary
24,75572,Waterford Unified
24,70995,Waugh Elementary
24,72264,Waukena Joint Union Elementary
24,65862,Weaver Union
24,70482,Weed Union Elementary
24,61796,West Contra Costa Unified
24,65094,West Covina Unified
24,62539,West Park Elementary
24,71001,West Side Union Elementary
24,70607,West Sonoma County Union High
24,66951,Western Placer Unified
24,66746,Westminster
24,63230,Westmorland Union Elementary
24,62547,Westside Elementary
24,65102,Westside Union Elementary
24,64204,Westwood Unified
24,72751,Wheatland
24,72769,Wheatland Union High
24,70169,Whitmore Union Elementary
24,65110,Whittier City Elementary
24,65128,Whittier Union High
24,65136,William S. Hart Union High
24,61622,Williams Unified
24,65623,Willits Unified
24,70490,Willow Creek Elementary
24,67579,Willow Grove Union Elementary
24,62661,Willows Unified
24,71019,Wilmar Union Elementary
24,65151,Wilsona Elementary
24,75358,Windsor Unified
24,71456,Winship-Robbins
24,72702,Winters Joint Unified
24,65870,Winton
24,76869,Wiseburn Unified
24,76794,Woodlake Unified
24,72710,Woodland Joint Unified
24,69088,Woodside Elementary
24,72298,Woodville Union Elementary
24,71035,Wright Elementary
24,10579,Yolo County Office of Education
24,76414,Yosemite Unified
24,70508,Yreka Union Elementary
24,70516,Yreka Union High
24,71464,Yuba City Unified
24,10587,Yuba County Office of Education
24,67959,Yucaipa-Calimesa Joint Unified
