year,cds,county_code,district_code,school_code
21,19647330123133,19,64733,0123133
21,19647330123141,19,64733,0123141
21,19647330121293,19,64733,0121293
21,19647330128009,19,64733,0128009
21,19647330132928,19,64733,0132928
21,19647330123992,19,64733,0123992
21,19647330134023,19,64733,0134023
21,19647330111583,19,64733,0111583
21,19647330124008,19,64733,0124008
21,19647330122481,19,64733,0122481
21,19647330124016,19,64733,0124016
21,19647330129270,19,64733,0129270
21,19647330106849,19,64733,0106849
21,19647330111575,19,64733,0111575
21,19647330102434,19,64733,0102434
21,19647330106831,19,64733,0106831
21,19647330111625,19,64733,0111625
21,19647330122499,19,64733,0122499
21,19647330117077,19,64733,0117077
21,19647330121079,19,64733,0121079
21,19647330123158,19,64733,0123158
21,19647330134205,19,64733,0134205
21,19647330126797,19,64733,0126797
21,19647330122622,19,64733,0122622
21,19647330122614,19,64733,0122614
21,19647330124800,19,64733,0124800
21,19647330124792,19,64733,0124792
21,19647330114884,19,64733,0114884
21,19647330122721,19,64733,0122721
21,19647330124784,19,64733,0124784
21,19647330120477,19,64733,0120477
21,19647336015986,19,64733,6015986
21,19647330106872,19,64733,0106872
21,19647330132126,19,64733,0132126
21,19647331931047,19,64733,1931047
21,19647330112508,19,64733,0112508
21,19647336016240,19,64733,6016240
21,19647330133884,19,64733,0133884
21,19647336016265,19,64733,6016265
21,19647336117667,19,64733,6117667
21,19647330122861,19,64733,0122861
21,19647330124826,19,64733,0124826
21,19647330106435,19,64733,0106435
21,19647330122564,19,64733,0122564
21,19647330127910,19,64733,0127910
21,19647336016323,19,64733,6016323
21,19647336016356,19,64733,6016356
21,19647336071435,19,64733,6071435
21,19647330101659,19,64733,0101659
21,19647330115139,19,64733,0115139
21,19647330100800,19,64733,0100800
21,19647330108878,19,64733,0108878
21,19647331931708,19,64733,1931708
21,19647336119531,19,64733,6119531
21,19647330139832,19,64733,0139832
21,19647330122556,19,64733,0122556
21,19647330126193,19,64733,0126193
21,19647330126177,19,64733,0126177
21,19647330127886,19,64733,0127886
21,19647336016562,19,64733,6016562
21,19647330131821,19,64733,0131821
21,19647336094726,19,64733,6094726
21,19647330135616,19,64733,0135616
21,19647330121848,19,64733,0121848
21,19647336016729,19,64733,6016729
21,19647330115253,19,64733,0115253
21,19647336016778,19,64733,6016778
21,19647336119903,19,64733,6119903
21,19647330102491,19,64733,0102491
21,19647330135723,19,64733,0135723
21,19647330132282,19,64733,0132282
21,19647330135715,19,64733,0135715
21,19647330125864,19,64733,0125864
21,19647330140129,19,64733,0140129
21,19647331932623,19,64733,1932623
21,19647336016869,19,64733,6016869
21,19647330140004,19,64733,0140004
21,19647336057988,19,64733,6057988
21,19647330117036,19,64733,0117036
21,19647336016935,19,64733,6016935
21,19647330120014,19,64733,0120014
21,19647330126169,19,64733,0126169
21,19647330129650,19,64733,0129650
21,19647330133686,19,64733,0133686
21,19647330139121,19,64733,0139121
21,19647330138883,19,64733,0138883
21,19647330119982,19,64733,0119982
21,19647330129858,19,64733,0129858
21,19647330124198,19,64733,0124198
21,19647330128132,19,64733,0128132
21,19647336017016,19,64733,6017016
21,19647330131722,19,64733,0131722
21,19647330115048,19,64733,0115048
21,19647330131466,19,64733,0131466
21,19647330108886,19,64733,0108886
21,19647330135509,19,64733,0135509
21,19647336061584,19,64733,6061584
21,19647336061477,19,64733,6061477
21,19647330133710,19,64733,0133710
21,19647330114967,19,64733,0114967
21,19647330129833,19,64733,0129833
21,19647330117978,19,64733,0117978
21,19647331933746,19,64733,1933746
21,19647331931864,19,64733,1931864
21,19647336017438,19,64733,6017438
