year,district_code,district_name
22,65896,Surprise Valley Joint Unified
22,64196,Susanville Elementary
22,10512,Sutter County Office of Education
22,71449,Sutter Union High
22,68411,Sweetwater Union High
22,71290,Sylvan Union Elementary
22,63800,Taft City
22,63818,Taft Union High
22,66944,Tahoe-Truckee Unified
22,65482,Tamalpais Union High
22,63826,Tehachapi Unified
22,10520,Tehama County Department of Education
22,75192,Temecula Valley Unified
22,65052,Temple City Unified
22,68841,Templeton Unified
22,72199,Terra Bella Union Elementary
22,61549,Thermalito Union Elementary
22,72207,Three Rivers Union Elementary
22,72215,Tipton Elementary
22,65060,Torrance Unified
22,75499,Tracy Joint Unified
22,72223,Traver Joint Elementary
22,70565,Travis Unified
22,67561,Tres Pinos Union Elementary
22,63057,Trinidad Union Elementary
22,76513,Trinity Alps Unified
22,71761,Trinity Center Elementary
22,10538,Trinity County Office of Education
22,67892,Trona Joint Unified
22,72231,Tulare City
22,10546,Tulare County Office of Education
22,72249,Tulare Joint Union High
22,73593,Tulelake Basin Joint Unified
22,10553,Tuolumne County Superintendent of Schools
22,75739,Turlock Unified
22,73643,Tustin Unified
22,72421,Twain Harte
22,70961,Twin Hills Union Elementary
22,66415,Twin Ridges Elementary
22,76505,Twin Rivers Unified
22,70979,Two Rock Union
22,65615,Ukiah Unified
22,69708,Union Elementary
22,66407,Union Hill Elementary
22,75069,Upland Unified
22,76976,Upper Lake Unified
22,70573,Vacaville Unified
22,75242,Val Verde Unified
22,65078,Valle Lindo Elementary
22,61580,Vallecito Union
22,68437,Vallecitos Elementary
22,70581,Vallejo City Unified
22,75614,Valley Center-Pauma Unified
22,71324,Valley Home Joint Elementary
22,10561,Ventura County Office of Education
22,72652,Ventura Unified
22,67918,Victor Elementary
22,67934,Victor Valley Union High
22,63834,Vineland Elementary
22,72256,Visalia Unified
22,68452,Vista Unified
22,69344,Vista del Mar Union
22,61812,Walnut Creek Elementary
22,73460,Walnut Valley Unified
22,75416,Warner Unified
22,63842,Wasco Union Elementary
22,63859,Wasco Union High
22,62513,Washington Colony Elementary
22,76778,Washington Unified
22,72694,Washington Unified
22,66233,Washington Union Elementary
22,75572,Waterford Unified
22,70995,Waugh Elementary
22,72264,Waukena Joint Union Elementary
22,65862,Weaver Union
22,70482,Weed Union Elementary
22,61796,West Contra Costa Unified
22,65094,West Covina Unified
22,62539,West Park Elementary
22,71001,West Side Union Elementary
22,70607,West Sonoma County Union High
22,66951,Western Placer Unified
22,66746,Westminster
22,63230,Westmorland Union Elementary
22,62547,Westside Elementary
22,65102,Westside Union Elementary
22,64204,Westwood Unified
22,72751,Wheatland
22,72769,Wheatland Union High
22,70169,Whitmore Union Elementary
22,65110,Whittier City Elementary
22,65128,Whittier Union High
22,65136,William S. Hart Union High
22,61622,Williams Unified
22,65623,Willits Unified
22,70490,Willow Creek Elementary
22,67579,Willow Grove Union Elementary
22,62661,Willows Unified
22,71019,Wilmar Union Elementary
22,65151,Wilsona Elementary
22,75358,Windsor Unified
22,71456,Winship-Robbins
22,72702,Winters Joint Unified
22,65870,Winton
22,76869,Wiseburn Unified
22,76794,Woodlake Unified
22,72710,Woodland Joint Unified
22,69088,Woodside Elementary
22,72298,Woodville Union Elementary
22,71035,Wright Elementary
22,10579,Yolo County Office of Education
22,76414,Yosemite Unified
22,70508,Yreka Union Elementary
22,70516,Yreka Union High
22,71464,Yuba City Unified
22,10587,Yuba County Office of Education
22,67959,Yucaipa-Calimesa Joint Unified
