year,school_code,school_name
21,123901,Capitol Collegiate Academy
21,123968,Community School for Creative Education
21,123984,ISANA Cardinal Academy
21,123992,Animo Ellen Ochoa Charter Middle
21,124008,Animo James B. Taylor Charter Middle
21,124016,Animo Legacy Charter Middle
21,124032,Competitive Edge Charter Academy (CECA)
21,124040,Grimmway Academy
21,124057,Valley Life Charter
21,124065,Sunrise Middle
21,124164,Redwood Preparatory Charter
21,124172,Yu Ming Charter
21,124198,Extera Public
21,124222,Rise Kohyang Middle
21,124248,Pacific Law Academy
21,124255,Trivium Charter
21,124263,Laurel Tree Charter
21,124289,South Bay Charter
21,124297,Bay View Academy
21,124321,Howard Gardner Community Charter
21,124347,City Heights Preparatory Charter
21,124560,Synergy Quantum Academy
21,124669,eCademy Charter at Crane
21,124743,Oxford Preparatory Academy - South Orange County
21,124768,Great Valley Academy - Salida
21,124776,Loma Vista Charter
21,124784,Aspire Slauson Academy Charter
21,124792,Aspire Juanita Tate Academy Charter
21,124800,Aspire Inskeep Academy Charter
21,124818,Los Angeles Leadership Primary Academy
21,124826,Camino Nuevo Charter Academy #4
21,124834,Sierra Academy of Expeditionary Learning
21,124875,Sacramento Valley Charter
21,124891,Alliance Renee and Meyer Luskin Academy High
21,124909,Walden Academy
21,124917,Guajome Learning Center
21,124933,PUC Early College Academy for Leaders and Scholars (ECALS)
21,124941,Alliance Margaret M. Bloomfield Technology Academy High
21,124958,TEAM Charter
21,124990,Urban Corps of San Diego County Charter
21,125013,Chicago Park Community Charter
21,125021,Minarets Charter High
21,125237,Leadership Military Academy
21,125377,Palmdale Aerospace Academy
21,125385,"Imagine Schools, Riverside County"
21,125401,Insight @ San Diego
21,125526,Alpha: Blanca Alvarado
21,125542,Sycamore Valley Academy
21,125559,iLEAD Lancaster Charter
21,125567,Urban Montessori Charter
21,125609,KIPP Philosophers Academy
21,125617,ACE Charter High
21,125625,KIPP Scholar Academy
21,125633,California Heritage Youthbuild Academy II
21,125641,KIPP Sol Academy
21,125658,Willits Elementary Charter
21,125781,Rocketship Academy Brilliant Minds
21,125799,Rocketship Alma Academy
21,125807,Almond Acres Charter Academy
21,125823,Sierra Foothill Charter
21,125831,Santa Rosa French-American Charter (SRFACS)
21,125849,California Connections Academy @ Ripon
21,125864,Ednovate - USC Hybrid High College Prep
21,126003,Academies of the Antelope Valley
21,126011,Escalon Charter Academy
21,126037,Samueli Academy
21,126060,Leroy Greene Academy
21,126086,Hawking S.T.E.A.M. Charter
21,126128,REACH Leadership STEAM Academy
21,126136,Math and Science College Preparatory
21,126169,Equitas Academy #2
21,126177,Citizens of the World Charter School Silver Lake
21,126193,Citizens of the World Charter School Mar Vista
21,126219,Forest Charter
21,126227,Twin Ridges Home Study Charter
21,126292,Reedley Middle College High
21,126664,Alta Vista Community Charter
21,126714,Woodward Leadership Academy
21,126722,East Palo Alto Academy
21,126730,Kavod Charter
21,126748,LPS Oakland R & D Campus
21,126755,"Humphreys College Academy of Business, Law and Education"
21,126797,Aspire Centennial College Preparatory Academy
21,126805,Richmond Charter Academy
21,126904,Placer County Pathways Charter
21,127084,Compass Charter Schools of San Diego
21,127100,Assurance Learning Academy
21,127118,The Heights Charter
21,127134,River Islands Technology Academy
21,127142,Highland Academy
21,127191,California Virtual Academy @ San Joaquin
21,127209,Insight School of California
21,127217,Alliance Alice M. Baxter College-Ready High
21,127282,Connect Community Charter
21,127498,Environmental Charter Middle - Inglewood
21,127506,Intellectual Virtues Academy of Long Beach
21,127514,Kepler Neighborhood
21,127530,KIPP San Francisco College Preparatory
21,127548,Summit Public School: Shasta
21,127555,Loma Vista Immersion Academy
21,127605,High Tech Elementary North County
21,127647,e3 Civic High
21,127670,KIPP Iluminar Academy
21,127688,Hollister Prep
21,127696,Knowledge Enlightens You (KEY) Academy
21,127860,Alpha Charter
21,127886,City Language Immersion Charter
21,127894,Valor Academy High
21,127910,Camino Nuevo High #2
21,127928,Rocklin Academy Gateway
21,127936,PREPA TEC - Los Angeles
21,127944,Silver Oak High Public Montessori Charter
21,127969,Discovery Charter II
21,127985,Ingenium Charter Middle
21,128009,Alliance Virgil Roberts Leadership Academy
21,128025,Lashon Academy
21,128033,Alliance College-Ready Middle Academy 8
21,128041,Alliance Kory Hunter Middle
21,128058,Alliance College-Ready Middle Academy 12
21,128074,Cesar Chavez Language Academy
21,128090,Summit Public School: Denali
21,128108,Rocketship Spark Academy
21,128124,Gateway International
21,128132,Extera Public School No. 2
21,128223,Bella Mente Montessori Academy
21,128371,New Horizons Charter Academy
21,128389,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2"
21,128397,Come Back Kids
21,128413,Aspire College Academy
21,128421,Harbor Springs Charter
21,128439,Empire Springs Charter
21,128447,The Education Corps
21,128454,College Bridge Academy
