year,county_code,district_code,school_code,charter_num,total_enrollment,frpm,foster,tribal_foster_youth,homeless,migrant_program,direct_certification,unduplicated_frpm_eligible_count,english_learner,calpads_upc_count,charter_dummy,school_type_num,ed_option_type_num,nslp_status_num,charter_funding_num,irc_num,low_grade_num,high_grade_num,calpads_fall1_cert_num,cds
22,07,61796,0126805,1441,276,110,0,0,8,0,105,198,97,220,,9,10,,1,1,6,8,1,07617960126805
22,07,61796,0129643,1660,484,139,0,0,18,0,213,334,166,372,,6,10,,1,1,14,5,1,07617960129643
22,07,61796,0110973,0755,513,89,1,0,3,0,216,295,219,389,,6,10,,1,0,14,8,1,07617960110973
22,07,61796,0133637,1774,593,336,0,0,1,0,181,337,142,378,,7,10,,1,1,7,12,1,07617960133637
22,07,61796,0136903,1906,235,182,0,0,0,0,81,183,139,200,,6,10,,1,1,14,8,1,07617960136903
22,07,61796,0000000,,26310,14858,62,0,581,5,9264,15120,8514,17454,,16,,,,,,,1,07617960000000
22,07,61804,0000000,,30068,1640,22,0,27,0,1504,1753,1452,2948,,16,,,,,,,1,07618040000000
22,07,61812,0000000,,3330,0,4,0,4,0,405,411,399,671,,16,,,,,,,1,07618120000000
22,07,77354,0132233,1741,340,131,1,0,14,0,131,253,129,285,,7,10,,1,0,9,12,1,07773540132233
22,08,10082,0830059,0358,368,269,0,0,12,0,220,271,11,271,,12,10,,2,0,14,12,1,08100820830059
22,08,10082,0000000,,33,31,5,0,5,0,21,32,1,33,,16,,,,,,,1,08100820000000
22,08,61820,0137729,0859,288,136,2,0,22,0,123,146,2,148,,12,10,,1,0,14,9,1,08618200137729
22,08,61820,0000000,,3506,2354,53,5,114,0,1756,2403,240,2438,,16,,,,,,,1,08618200000000
22,09,10090,0123521,0360,169,31,0,0,1,0,31,38,3,39,,3,4,,2,0,14,8,1,09100900123521
22,09,10090,0930123,0005,349,103,2,0,1,0,83,106,3,107,,3,4,,2,0,14,12,1,09100900930123
